temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,fluence_n_cm2,flux_n_cm2_sec,Product Form_0,Product Form_1,Product Form_2,Product Form_3,Product Form_4,Product Form_5,Reactor Type_0,Reactor Type_1
274.4444444,0.23,1.2,1.23,0.012,4.09e+19,571335000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
277.2222222,0.23,1.2,1.23,0.012,9.38e+18,57199586309.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
278.3333333,0.23,1.2,1.23,0.012,1.64e+19,52265385782.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
278.8888889,0.23,1.2,1.23,0.012,2.09e+19,39215068193.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.2,0.056,1.46,0.01,6.2e+18,131067000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.2,0.056,1.46,0.01,8.08e+18,71170866452.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.2,0.056,1.46,0.01,2.12e+19,131813000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282.7777778,0.2,0.056,1.46,0.01,2.14e+19,72966618113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.12,0.067,1.46,0.014,6.2e+18,131067000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.12,0.067,1.46,0.014,8.08e+18,71170866452.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.12,0.067,1.46,0.014,2.12e+19,131813000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282.7777778,0.12,0.067,1.46,0.014,2.14e+19,72966618113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.2,0.18,1.34,0.014,6.2e+18,131067000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.2,0.18,1.34,0.014,8.08e+18,71170866452.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.2,0.18,1.34,0.014,2.12e+19,131813000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282.7777778,0.2,0.18,1.34,0.014,2.14e+19,72966618113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.23,0.62,1.575,0.019,6.2e+18,131067000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.23,0.62,1.575,0.019,8.08e+18,71170866452.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.23,0.62,1.575,0.019,2.12e+19,131813000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282.7777778,0.23,0.62,1.575,0.019,2.14e+19,72966618113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.051,0.7,0.59,0.01,6.51e+18,137620000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.051,0.7,0.59,0.01,8.57e+18,79927328618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.051,0.7,0.59,0.01,2.16e+19,131718000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
284.4444444,0.051,0.7,0.59,0.01,3.04e+19,65133626777.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.088,0.71,0.65,0.009,6.51e+18,137620000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.088,0.71,0.65,0.009,8.57e+18,79927328618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.088,0.71,0.65,0.009,2.16e+19,131718000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
284.4444444,0.088,0.71,0.65,0.009,3.04e+19,65133626777.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.17,0.64,1.478,0.011,6.51e+18,137620000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.17,0.64,1.478,0.011,8.57e+18,79927328618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.17,0.64,1.478,0.011,2.16e+19,131718000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
284.4444444,0.17,0.64,1.478,0.011,3.04e+19,65133626777.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.25,0.59,1.4,0.014,6.51e+18,137620000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
286.1111111,0.25,0.59,1.4,0.014,8.57e+18,79927328618.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
285.5555556,0.25,0.59,1.4,0.014,2.16e+19,131718000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
284.4444444,0.25,0.59,1.4,0.014,3.04e+19,65133626777.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
275.5555556,0.133,0.62,1.427,0.008,1.6e+17,669757598.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
275.5555556,0.11,0.407,1.56,0.009,1.6e+17,669757598.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
280.0,0.06,0.72,1.41,0.013,6e+18,135899000000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
280.0,0.06,0.72,1.41,0.013,1.27e+19,82019217555.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.06,0.72,1.41,0.013,3.96e+19,145505000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.06,0.72,1.41,0.013,4.2e+19,73499517843.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.06,0.72,1.41,0.013,6e+18,135899000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.06,0.72,1.41,0.013,1.27e+19,82019217555.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.06,0.72,1.41,0.013,3.96e+19,145505000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.06,0.72,1.41,0.013,4.2e+19,73499517843.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,6e+18,135899000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,1.27e+19,82019217555.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,3.96e+19,145505000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,4.2e+19,73499517843.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.13,0.09,1.29,0.017,6e+18,135899000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.13,0.09,1.29,0.017,1.27e+19,82019217555.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.13,0.09,1.29,0.017,3.96e+19,145505000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.13,0.09,1.29,0.017,4.2e+19,73499517843.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,5.85e+18,133455000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,1.07e+19,82153698360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,4.02e+19,144856000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,4.14e+19,76147644323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,5.85e+18,133455000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,1.07e+19,82153698360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,4.02e+19,144856000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.077,0.697,1.215,0.011,4.14e+19,76147644323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,5.85e+18,133455000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,1.07e+19,82153698360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,4.02e+19,144856000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,4.14e+19,76147644323.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.082,0.071,1.28,0.019,5.85e+18,133455000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.082,0.071,1.28,0.019,1.07e+19,82153698360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.082,0.071,1.28,0.019,4.02e+19,144856000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
280.0,0.082,0.071,1.28,0.019,4.14e+19,76147644323.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276.1111111,0.134,0.634,1.337,0.015,2.3e+17,1746456970.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
276.1111111,0.161,0.794,1.122,0.014,2.3e+17,1746456970.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296.1111111,0.06,0.6,1.33,0.004,3.65e+18,25326201475.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
296.1111111,0.06,0.6,1.33,0.004,3.65e+18,25326201475.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.04,0.63,1.48,0.003,6.28e+18,20403431727.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.04,0.63,1.48,0.003,6.28e+18,20403431727.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.174,0.665,1.465,0.01,3.65e+18,25326201475.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.174,0.665,1.465,0.01,6.28e+18,20403431727.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.04,0.06,1.08,0.005,3.65e+18,25326201475.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.04,0.06,1.08,0.005,6.28e+18,20403431727.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.04,0.68,1.54,0.006,3.87e+18,27030153079.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.04,0.68,1.54,0.006,3.87e+18,27030153079.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.04,0.68,1.54,0.006,9.92e+18,21920636688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.04,0.68,1.54,0.006,9.92e+18,21920636688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.174,0.665,1.465,0.01,3.87e+18,27030153079.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.174,0.665,1.465,0.01,9.92e+18,21920636688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.07,0.09,1.46,0.01,3.87e+18,27030153079.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.09,1.46,0.01,9.92e+18,21920636688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.04,0.65,1.4,0.005,3.48e+18,24853620744.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.2222222,0.04,0.65,1.4,0.005,9.03e+18,20824685208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.2222222,0.04,0.65,1.4,0.005,9.03e+18,20824685208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
296.1111111,0.02,0.14,1.55,0.008,3.48e+18,24853620744.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.2222222,0.02,0.14,1.55,0.008,9.03e+18,20824685208.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.5555556,0.17,0.52,1.315,0.015,8.2e+18,210905000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
276.6666667,0.17,0.52,1.315,0.015,1.03e+16,264917695.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.17,0.52,1.315,0.015,4.23e+19,340304000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.17,0.52,1.315,0.015,5.5e+16,262477713.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.188,0.315,1.56,0.012,8.2e+18,210905000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.188,0.315,1.56,0.012,1.03e+16,264917695.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.188,0.315,1.56,0.012,3.68e+19,296056000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.188,0.315,1.56,0.012,5.5e+16,262477713.3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.31,0.65,1.8,0.01,8.2e+18,210905000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.31,0.65,1.8,0.01,2.47e+19,197124000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.095,0.522,1.64,0.008,9.75e+18,189182000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.095,0.522,1.64,0.008,1.73e+16,335677253.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.095,0.522,1.64,0.008,4.28e+19,300985000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.095,0.522,1.64,0.008,6.56e+16,369222179.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.158,0.338,1.75,0.009,9.75e+18,189182000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.158,0.338,1.75,0.009,1.73e+16,335677253.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.158,0.338,1.75,0.009,3.94e+19,277075000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
276.6666667,0.158,0.338,1.75,0.009,6.56e+16,369222179.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.26,0.6,1.88,0.013,9.75e+18,189182000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.5555556,0.26,0.6,1.88,0.013,2.52e+19,177215000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
278.8888889,0.08,0.67,1.3,0.007,1.16e+18,3649142728.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
278.8888889,0.059,0.93,1.32,0.009,1.16e+18,3649142728.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
283.2,0.08,0.88,0.76,0.006,7.1e+18,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
283.2,0.08,0.88,0.76,0.006,4.3e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,0.88,0.76,0.006,6.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,0.88,0.76,0.006,7.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.1,0.9,0.74,0.006,7.1e+18,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.1,0.9,0.74,0.006,4.3e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.1,0.9,0.74,0.006,6.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.1,0.9,0.74,0.006,7.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,1.58,1.46,0.009,7.1e+18,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,1.58,1.46,0.009,4.3e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,1.58,1.46,0.009,6.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,1.58,1.46,0.009,6.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.2,0.08,1.58,1.46,0.009,7.4e+19,143000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.09,0.88,0.71,0.006,3.3e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.09,0.88,0.71,0.006,6e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.09,0.88,0.71,0.006,7.3e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.1,0.88,0.75,0.006,3.3e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.1,0.88,0.75,0.006,6e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.1,0.88,0.75,0.006,7.3e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.05,1.66,1.35,0.0015,3.3e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.05,1.66,1.35,0.0015,5.2e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.05,1.66,1.35,0.0015,6e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.6,0.05,1.66,1.35,0.0015,7.3e+19,141000000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.12,0.6,1.26,0.013,3.99e+18,83238203957.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.12,0.6,1.26,0.013,6.6e+18,90993316127.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.2222222,0.12,0.6,1.26,0.013,1.42e+19,92459763074.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.31,0.59,1.49,0.016,3.99e+18,83238203957.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.31,0.59,1.49,0.016,6.6e+18,90993316127.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.2222222,0.31,0.59,1.49,0.016,1.42e+19,92459763074.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.241,0.528,1.497,0.013,2.53e+18,72932521563.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.241,0.528,1.497,0.013,1.24e+19,65533570100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.6666667,0.241,0.528,1.497,0.013,1.97e+19,57310357989.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.235,0.525,1.467,0.016,2.53e+18,72932521563.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.235,0.525,1.467,0.016,1.24e+19,65533570100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.22,0.508,1.22,0.012,2.53e+18,72932521563.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.22,0.508,1.22,0.012,8.56e+18,75398838717.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.22,0.508,1.22,0.012,1.24e+19,65533570100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.17,0.64,1.478,0.011,2.53e+18,72932521563.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.17,0.64,1.478,0.011,8.56e+18,75398838717.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.17,0.64,1.478,0.011,1.24e+19,65533570100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.6666667,0.17,0.64,1.478,0.011,1.97e+19,57310357989.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.1111111,0.16,1.26,1.21,0.019,8.56e+18,75398838717.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
281.6666667,0.16,1.26,1.21,0.019,1.97e+19,57310357989.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.0,0.117,0.617,1.359,0.01,2.67e+18,70554287164.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.117,0.617,1.359,0.01,5.69e+18,66825450514.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.117,0.617,1.359,0.01,1.11e+19,56770756616.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.2222222,0.117,0.617,1.359,0.01,1.8e+19,52849653306.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.0,0.117,0.617,1.359,0.01,2.67e+18,70554287164.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.117,0.617,1.359,0.01,5.69e+18,66825450514.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.117,0.617,1.359,0.01,1.11e+19,56770756616.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.2222222,0.117,0.617,1.359,0.01,1.8e+19,52849653306.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.0,0.254,0.726,1.285,0.015,2.67e+18,70554287164.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.254,0.726,1.285,0.015,5.69e+18,66825450514.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.254,0.726,1.285,0.015,1.11e+19,56770756616.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.2222222,0.254,0.726,1.285,0.015,1.8e+19,52849653306.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.59,1.45,0.007,3.11e+18,108371000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.59,1.45,0.007,1.3e+19,74008491165.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.59,1.45,0.007,3.11e+18,108371000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.59,1.45,0.007,1.3e+19,74008491165.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.59,1.45,0.007,2.66e+19,68077519513.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.07,0.59,1.45,0.007,2.66e+19,68077519513.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.047,0.049,1.28,0.009,3.11e+18,108371000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.047,0.049,1.28,0.009,1.3e+19,74008491165.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.047,0.049,1.28,0.009,2.66e+19,68077519513.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
275.5555556,0.093,0.613,1.313,0.009,1.4e+17,664415248.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
275.5555556,0.025,0.95,1.182,0.014,1.4e+17,664415248.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
275.5555556,0.123,0.633,1.3,0.008,1.3e+17,661145592.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
275.5555556,0.025,0.965,1.172,0.014,1.3e+17,661145592.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
282.7777778,0.141,0.575,1.3,0.007,5.17e+18,35408126254.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
285.0,0.141,0.575,1.3,0.007,7.89e+18,26280489365.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.1111111,0.141,0.575,1.3,0.007,1.24e+19,22807506995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.141,0.575,1.3,0.007,5.17e+18,35408126254.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.1111111,0.141,0.575,1.3,0.007,1.24e+19,22807506995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.0,0.174,0.665,1.465,0.01,7.89e+18,26280489365.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.247,0.061,1.069,0.015,5.17e+18,35408126254.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
285.0,0.247,0.061,1.069,0.015,7.89e+18,26280489365.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.1111111,0.247,0.061,1.069,0.015,1.24e+19,22807506995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.11,0.61,1.37,0.004,1.4e+18,39994332232.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.11,0.61,1.37,0.004,1.4e+18,39994332232.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.11,0.61,1.37,0.004,1e+19,28644798540.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.174,0.665,1.465,0.01,1e+19,28644798540.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.048,0.067,1.525,0.005,1.4e+18,39994332232.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.048,0.067,1.525,0.005,1e+19,28644798540.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
288.8888889,0.17,0.2,1.403,0.013,3.48e+19,391015000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
288.8888889,0.18,0.2,1.36,0.011,3.48e+19,391015000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
288.8888889,0.18,0.2,1.36,0.011,3.85e+19,158436000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
288.8888889,0.18,0.2,1.437,0.011,1.75e+19,298631000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
288.8888889,0.18,0.2,1.437,0.011,3.48e+19,391015000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
288.8888889,0.2,0.18,1.34,0.014,1.75e+19,298631000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
288.8888889,0.2,0.18,1.34,0.014,3.48e+19,391015000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
288.8888889,0.2,0.18,1.34,0.014,3.85e+19,158436000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
