temperature_C,wt_percent_Cu,wt_percent_Ni,wt_percent_Mn,wt_percent_P,fluence_n_cm2,flux_n_cm2_sec,Product Form_0,Product Form_1,Product Form_2,Product Form_3,Product Form_4,Product Form_5,Reactor Type_0,Reactor Type_1
292.0,0.09,0.05,1.98,0.011,9.71e+18,163845000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
292.0,0.09,0.05,1.98,0.011,1.36e+19,103968000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
298.8888889,0.1,0.18,1.42,0.016,1.5e+18,63342454647.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
298.8888889,0.1,0.18,1.42,0.016,2.3e+19,971251000000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298.8888889,0.1,0.18,1.42,0.016,1.07e+20,1625050000000.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298.8888889,0.1,0.18,1.42,0.016,7.1e+18,75523559096.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298.8888889,0.1,0.18,1.42,0.016,2.27e+19,83455391439.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298.8888889,0.27,0.1,1.25,0.014,1.5e+18,63342454647.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298.8888889,0.27,0.1,1.25,0.014,7.1e+18,75523559096.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
298.8888889,0.27,0.1,1.25,0.014,2.27e+19,83455391439.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
283.8888889,0.2,0.54,1.31,0.01,3.02e+18,79802976492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,6.2e+18,54611308416.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,9.54e+18,51273121275.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,2.1e+19,46566827389.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,3.02e+18,79802976492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,6.2e+18,54611308416.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,9.54e+18,51273121275.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.8888889,0.2,0.54,1.31,0.01,2.1e+19,46566827389.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.8888889,0.26,0.62,1.37,0.018,3.02e+18,79802976492.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.8888889,0.26,0.62,1.37,0.018,6.2e+18,54611308416.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.8888889,0.26,0.62,1.37,0.018,9.54e+18,51273121275.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.8888889,0.26,0.62,1.37,0.018,2.1e+19,46566827389.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,6.1e+18,143281000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,2.62e+19,138466000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,3.68e+19,118469000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,6.1e+18,143281000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,2.62e+19,138466000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,3.68e+19,118469000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,5.58e+19,126206000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.05,0.56,1.32,0.01,5.58e+19,126206000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.08,0.07,1.17,0.008,6.1e+18,143281000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.08,0.07,1.17,0.008,2.62e+19,138466000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.08,0.07,1.17,0.008,3.68e+19,118469000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283.8888889,0.08,0.07,1.17,0.008,5.58e+19,126206000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
276.6666667,0.12,0.56,1.5,0.01,4.06e+17,1180338240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
292.2222222,0.05,0.73,0.69,0.01,4.09e+18,109909000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.05,0.73,0.69,0.01,1.49e+19,83329082991.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
290.0,0.05,0.73,0.69,0.01,2.26e+19,77307583477.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
292.2222222,0.05,0.73,0.69,0.01,4.09e+18,109909000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.05,0.73,0.69,0.01,1.49e+19,83329082991.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
290.0,0.05,0.73,0.69,0.01,2.26e+19,77307583477.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
292.2222222,0.026,0.71,1.48,0.011,4.09e+18,109909000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.026,0.71,1.48,0.011,1.49e+19,83329082991.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
290.0,0.026,0.71,1.48,0.011,2.26e+19,77307583477.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293.3333333,0.07,0.65,1.18,0.005,4.06e+18,108186000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289.4444444,0.07,0.65,1.18,0.005,1.21e+19,82160274733.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289.4444444,0.07,0.65,1.18,0.005,2.18e+19,80101212659.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293.3333333,0.07,0.65,1.18,0.005,4.06e+18,108186000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289.4444444,0.07,0.65,1.18,0.005,1.21e+19,82160274733.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289.4444444,0.07,0.65,1.18,0.005,2.18e+19,80101212659.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293.3333333,0.03,0.65,1.34,0.01,4.06e+18,108186000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
289.4444444,0.03,0.65,1.34,0.01,1.21e+19,82160274733.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
289.4444444,0.03,0.65,1.34,0.01,2.18e+19,80101212659.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.09,0.845,0.725,0.008,2.92e+18,117206000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.09,0.845,0.725,0.008,1.31e+19,83413308230.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.09,0.845,0.725,0.008,2.31e+19,78847814298.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.09,0.845,0.725,0.008,2.92e+18,117206000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.09,0.845,0.725,0.008,1.31e+19,83413308230.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.09,0.845,0.725,0.008,2.31e+19,78847814298.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.049,0.725,1.85,0.012,2.92e+18,117206000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.049,0.725,1.85,0.012,1.31e+19,83413308230.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.049,0.725,1.85,0.012,2.31e+19,78847814298.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.081,0.61,1.393,0.012,3.3e+18,121677000000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.081,0.61,1.393,0.012,1.15e+19,80677568100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.081,0.61,1.393,0.012,2.25e+19,77215402558.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
294.4444444,0.081,0.61,1.393,0.012,3.3e+18,121677000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.081,0.61,1.393,0.012,1.15e+19,80677568100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.081,0.61,1.393,0.012,2.25e+19,77215402558.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.042,0.153,1.163,0.008,3.3e+18,121677000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.042,0.153,1.163,0.008,1.15e+19,80677568100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
294.4444444,0.042,0.153,1.163,0.008,2.25e+19,77215402558.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
287.2222222,0.12,0.64,1.29,0.011,5e+18,52674073063.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.12,0.64,1.29,0.011,1.91e+19,54319015865.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.12,0.64,1.29,0.011,1.91e+19,54319015865.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.12,0.64,1.29,0.011,2.2e+19,26196598710.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.12,0.64,1.29,0.011,2.2e+19,26196598710.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.174,0.665,1.465,0.01,5e+18,52674073063.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.18,0.16,1.05,0.014,5e+18,52674073063.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.18,0.16,1.05,0.014,1.91e+19,54319015865.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.18,0.16,1.05,0.014,2.2e+19,26196598710.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.7777778,0.133,0.66,1.21,0.005,8.25e+18,56502329129.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.133,0.66,1.21,0.005,1.95e+19,55406894595.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.133,0.66,1.21,0.005,1.95e+19,55406894595.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.133,0.66,1.21,0.005,2.44e+19,28518943030.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.7777778,0.174,0.665,1.465,0.01,8.25e+18,56502329129.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.7777778,0.21,0.06,1.167,0.013,8.25e+18,56502329129.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
287.2222222,0.21,0.06,1.167,0.013,1.95e+19,55406894595.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
286.6666667,0.21,0.06,1.167,0.013,2.44e+19,28518943030.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,2.67e+18,66665468186.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,8.31e+18,75720796375.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,1.2e+19,76872222991.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,1.84e+19,63627063522.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,2.67e+18,66665468186.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,8.31e+18,75720796375.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,1.2e+19,76872222991.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
280.0,0.14,0.49,1.4,0.009,1.84e+19,63627063522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,2.67e+18,66665468186.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,8.31e+18,75720796375.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,1.2e+19,76872222991.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.17,0.64,1.478,0.011,1.84e+19,63627063522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.27,0.74,1.33,0.023,2.67e+18,66665468186.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.27,0.74,1.33,0.023,1.2e+19,76872222991.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
280.0,0.27,0.74,1.33,0.023,1.84e+19,63627063522.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.11,0.58,1.285,0.017,2.38e+18,69878986038.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.11,0.58,1.285,0.017,6.64e+18,65389136265.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.3333333,0.11,0.58,1.285,0.017,1.02e+19,61607595854.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.3333333,0.11,0.58,1.285,0.017,1.58e+19,57853892996.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.11,0.58,1.285,0.017,2.38e+18,69878986038.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.11,0.58,1.285,0.017,6.64e+18,65389136265.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.3333333,0.11,0.58,1.285,0.017,1.02e+19,61607595854.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
283.3333333,0.11,0.58,1.285,0.017,1.58e+19,57853892996.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
282.7777778,0.053,0.965,1.375,0.02,2.38e+18,69878986038.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
282.7777778,0.053,0.965,1.375,0.02,6.64e+18,65389136265.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.3333333,0.053,0.965,1.375,0.02,1.02e+19,61607595854.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
283.3333333,0.053,0.965,1.375,0.02,1.58e+19,57853892996.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
292.7777778,0.06,0.55,1.32,0.005,3.13e+18,94525379914.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
291.6666667,0.06,0.55,1.32,0.005,1.18e+19,79611818172.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
291.6666667,0.06,0.55,1.32,0.005,2.32e+19,74010782095.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
291.6666667,0.06,0.55,1.32,0.005,3.08e+19,78195483835.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
292.7777778,0.06,0.55,1.32,0.005,3.13e+18,94525379914.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
291.6666667,0.06,0.55,1.32,0.005,1.18e+19,79611818172.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
291.6666667,0.06,0.55,1.32,0.005,2.32e+19,74010782095.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291.6666667,0.06,0.55,1.32,0.005,3.08e+19,78195483835.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292.7777778,0.03,0.06,1.28,0.005,3.13e+18,94525379914.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291.6666667,0.03,0.06,1.28,0.005,1.18e+19,79611818172.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291.6666667,0.03,0.06,1.28,0.005,2.32e+19,74010782095.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291.6666667,0.03,0.06,1.28,0.005,3.08e+19,78195483835.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.087,0.64,1.26,0.017,4.94e+19,120370000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
265.0,0.087,0.64,1.26,0.017,2.14e+19,80541964622.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
264.0,0.087,0.64,1.26,0.017,3.24e+19,95843810087.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.087,0.64,1.26,0.017,6.74e+19,173935000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.087,0.64,1.26,0.017,1.13e+20,291613000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.9186574,0.09,0.65,1.27,0.01,1.084e+20,229661000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.9186574,0.09,0.65,1.27,0.01,1.161e+20,245975000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
255.0,0.09,0.65,1.27,0.01,5.4e+18,88091353997.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
255.727448,0.09,0.65,1.27,0.01,1.213e+19,83770718232.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
260.2095386,0.09,0.65,1.27,0.01,2.272e+19,89802371542.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
261.1990244,0.09,0.65,1.27,0.01,6.943e+19,226451000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
265.0,0.09,0.65,1.27,0.01,6.134e+19,230862000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
262.1157321,0.09,0.65,1.27,0.01,3.96e+19,102194000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.3380568,0.09,0.65,1.27,0.01,9.225e+19,224781000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.9186574,0.11,0.095,1.42,0.017,4.8e+19,101695000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255.0,0.11,0.095,1.42,0.017,1.2e+19,195759000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255.727448,0.11,0.095,1.42,0.017,2.763e+19,190815000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
261.1990244,0.11,0.095,1.42,0.017,3.081e+19,100489000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
265.0,0.11,0.095,1.42,0.017,6.13e+19,230711000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.07,0.61,1.22,0.015,1.74e+19,33206106870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.09,0.63,1.29,0.009,2.11e+19,40267175573.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.08,0.62,1.27,0.01,1.94e+19,37022900763.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
262.0,0.08,0.62,1.27,0.01,2.09e+19,39885496183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
